section,chn_title,en_title,country,year,length,count,price,screen_time,screen_location
“天坛奖”主竞赛,安纳托利亚豹,Anatolian Leopard,土耳其/波兰/丹麦/德国,2021,108,3,70,2022-08-14 20:20:00,英嘉国际影城（金源NEW CINITY店）4号厅
“天坛奖”主竞赛,安纳托利亚豹,Anatolian Leopard,土耳其/波兰/丹麦/德国,2021,108,3,70,2022-08-16 15:45:00,万达影城（CBD万达广场店）9号PRIME厅
“天坛奖”主竞赛,安纳托利亚豹,Anatolian Leopard,土耳其/波兰/丹麦/德国,2021,108,3,70,2022-08-02 15:00:00,卢米埃影城（长楹天街IMAX店）三号厅
“天坛奖”主竞赛,珍妮热线,Call Jane,美国,2022,121,3,70,2022-08-15 20:50:00,北京剧院大剧场激光4K厅
“天坛奖”主竞赛,珍妮热线,Call Jane,美国,2022,121,3,70,2022-08-16 19:30:00,中间影院剧场厅
“天坛奖”主竞赛,珍妮热线,Call Jane,美国,2022,121,3,70,2022-08-17 15:45:00,万达影城（CBD万达广场店）9号PRIME厅
“天坛奖”主竞赛,速度与爱情,Fast & Feel Love,泰国,2022,132,3,70,2022-08-15 17:45:00,中国电影资料馆艺术影院1号厅
“天坛奖”主竞赛,速度与爱情,Fast & Feel Love,泰国,2022,132,3,70,2022-08-17 13:00:00,万达影城（CBD万达广场店）9号PRIME厅
“天坛奖”主竞赛,速度与爱情,Fast & Feel Love,泰国,2022,132,3,70,2022-08-21 15:30:00,深影国际影城（学院南路店）1号厅
“天坛奖”主竞赛,全职,Full Time,法国,2021,87,3,70,2022-08-16 21:00:00,北京地质礼堂一号厅
“天坛奖”主竞赛,全职,Full Time,法国,2021,87,3,70,2022-08-18 13:00:00,万达影城（CBD万达广场店）9号PRIME厅
“天坛奖”主竞赛,全职,Full Time,法国,2021,87,3,70,2022-08-19 16:00:00,中间影院剧场厅
“天坛奖”主竞赛,海的尽头是草原,In Search of Lost Time,中国,2022,123.0,1,70,2022-08-13 16:00:00,万达影城（CBD万达广场店）9号PRIME厅
“天坛奖”主竞赛,回西藏,Kong and Jigme,中国,2022.0,110.0,3,70,2022-08-14 18:30:00,万达影城（CBD万达广场店）9号PRIME厅
“天坛奖”主竞赛,回西藏,Kong and Jigme,中国,2022.0,110.0,3,70,2022-08-16 18:30:00,百老汇电影中心（万国城店）1号厅
“天坛奖”主竞赛,回西藏,Kong and Jigme,中国,2022.0,110.0,3,70,2022-08-21 13:00:00,寰映影城（合生汇店）7号厅
“天坛奖”主竞赛,杰伊·比姆,Jai Bhim,印度,2021.0,164,3,70,2022-08-13 12:00:00,万达影城（CBD万达广场店）9号PRIME厅
“天坛奖”主竞赛,杰伊·比姆,Jai Bhim,印度,2021.0,164,3,70,2022-08-19 10:00:00,中国电影资料馆艺术影院1号厅
“天坛奖”主竞赛,杰伊·比姆,Jai Bhim,印度,2021.0,164,3,70,2022-08-02 20:00:00,北京地质礼堂一号厅
“天坛奖”主竞赛,追月,Off the Stage,中国,2022.0,123.0,3,70,2022-08-13 18:30:00,百老汇电影中心（万国城店）1号厅
“天坛奖”主竞赛,追月,Off the Stage,中国,2022.0,123.0,3,70,2022-08-14 13:00:00,万达影城（CBD万达广场店）9号PRIME厅
“天坛奖”主竞赛,追月,Off the Stage,中国,2022.0,123.0,3,70,2022-08-17 15:30:00,寰映影城（合生汇店）7号厅
“天坛奖”主竞赛,妈妈！,Song of Spring,中国,2022.0,109,1,70,2022-08-19 13:00:00,万达影城（CBD万达广场店）9号PRIME厅
“天坛奖”主竞赛,一个不愿观看《泰坦尼克号》的盲人,The Blind Man Who Did Not Want to See Titanic,芬兰,2021.0,82,3,70,2022-08-18 15:45:00,万达影城（CBD万达广场店）9号PRIME厅
“天坛奖”主竞赛,一个不愿观看《泰坦尼克号》的盲人,The Blind Man Who Did Not Want to See Titanic,芬兰,2021.0,82,3,70,2022-08-02 18:30:00,中国电影资料馆艺术影院1号厅
“天坛奖”主竞赛,一个不愿观看《泰坦尼克号》的盲人,The Blind Man Who Did Not Want to See Titanic,芬兰,2021.0,82,3,70,2022-08-21 14:00:00,中间影院剧场厅
“天坛奖”主竞赛,入学考试,The Exam,德国/伊拉克/卡塔尔,2021.0,89.0,3,70,2022-08-14 15:45:00,万达影城（CBD万达广场店）9号PRIME厅
“天坛奖”主竞赛,入学考试,The Exam,德国/伊拉克/卡塔尔,2021.0,89.0,3,70,2022-08-17 18:30:00,卢米埃影城（长楹天街IMAX店）三号厅
“天坛奖”主竞赛,入学考试,The Exam,德国/伊拉克/卡塔尔,2021.0,89.0,3,70,2022-08-19 18:30:00,中间影院剧场厅
“天坛奖”主竞赛,真正的家人,The Family,法国,2021.0,102.0,3,70,2022-08-18 18:30:00,万达影城（CBD万达广场店）9号PRIME厅
“天坛奖”主竞赛,真正的家人,The Family,法国,2021.0,102.0,3,70,2022-08-02 20:30:00,卢米埃影城（长楹天街IMAX店）三号厅
“天坛奖”主竞赛,真正的家人,The Family,法国,2021.0,102.0,3,70,2022-08-21 13:00:00,北京地质礼堂一号厅
“天坛奖”主竞赛,好老板,The Good Boss,西班牙,2021.0,120,3,70,2022-08-13 19:00:00,万达影城（CBD万达广场店）9号PRIME厅
“天坛奖”主竞赛,好老板,The Good Boss,西班牙,2021.0,120,3,70,2022-08-16 15:30:00,北京地质礼堂一号厅
“天坛奖”主竞赛,好老板,The Good Boss,西班牙,2021.0,120,3,70,2022-08-21 20:30:00,UME影城（华星IMAX店）2号IMAX厅
“天坛奖”主竞赛,印度刺客,Sardar Udham,印度,2020.0,163,3,70,2022-08-14 15:00:00,卢米埃影城（长楹天街IMAX店）三号厅
“天坛奖”主竞赛,印度刺客,Sardar Udham,印度,2020.0,163,3,70,2022-08-16 18:30:00,万达影城（CBD万达广场店）9号PRIME厅
“天坛奖”主竞赛,印度刺客,Sardar Udham,印度,2020.0,163,3,70,2022-08-18 15:00:00,北京地质礼堂一号厅
“天坛奖”主竞赛,摆动,Unrest,瑞士,2022.0,93,3,70,2022-08-13 13:00:00,北京地质礼堂一号厅
“天坛奖”主竞赛,摆动,Unrest,瑞士,2022.0,93,3,70,2022-08-16 13:00:00,万达影城（CBD万达广场店）9号PRIME厅
“天坛奖”主竞赛,摆动,Unrest,瑞士,2022.0,93,3,70,2022-08-21 15:45:00,中国电影资料馆艺术影院1号厅
“天坛奖”主竞赛,我们的家园,Utama,玻利维亚/乌拉圭/法国,2022.0,87,3,70,2022-08-13 13:00:00,卢米埃影城（长楹天街IMAX店）三号厅
“天坛奖”主竞赛,我们的家园,Utama,玻利维亚/乌拉圭/法国,2022.0,87,3,70,2022-08-15 15:00:00,北京地质礼堂一号厅
“天坛奖”主竞赛,我们的家园,Utama,玻利维亚/乌拉圭/法国,2022.0,87,3,70,2022-08-17 18:30:00,万达影城（CBD万达广场店）9号PRIME厅
“天坛奖”主竞赛,“天坛奖”最佳影片奖,,,,,1,70,2022-08-21 18:30:00,北京地质礼堂一号厅
“天坛奖”主竞赛,“天坛奖”最佳导演奖,,,,,1,70,2022-08-21 20:30:00,万达影城（CBD万达广场店）9号PRIME厅
注目未来,纽约真人类,Actual People,美国,2021.0,84,2,60,2022-08-15 13:00:00,UME影城（华星IMAX店）2号IMAX厅
注目未来,纽约真人类,Actual People,美国,2021.0,84,2,60,2022-08-21 19:30:00,中国电影资料馆艺术影院2号厅
注目未来,阿祖罗,Azuro,法国,2021.0,104,2,60,2022-08-19 15:30:00,中国电影资料馆艺术影院2号厅
注目未来,阿祖罗,Azuro,法国,2021.0,104,2,60,2022-08-18 13:00:00,UME影城（华星IMAX店）2号IMAX厅
注目未来,天竺葵,Geranium,土耳其,2021.0,82,1,60,2022-08-02 21:10:00,UME影城（华星IMAX店）2号IMAX厅
注目未来,女孩不哭,Girls Don't Cry,意大利,2021.0,104,2,60,2022-08-13 19:30:00,中国电影资料馆艺术影院2号厅
注目未来,女孩不哭,Girls Don't Cry,意大利,2021.0,104,2,60,2022-08-18 15:30:00,UME影城（华星IMAX店）2号IMAX厅
注目未来,我们是大人,Grown Ups,日本,2021.0,108,2,60,2022-08-16 13:00:00,UME影城（华星IMAX店）2号IMAX厅
注目未来,我们是大人,Grown Ups,日本,2021.0,108,2,60,2022-08-02 16:00:00,中国电影资料馆艺术影院2号厅
注目未来,故乡异客,He Used To Be a Child,中国,2021.0,94,2,60,2022-08-14 13:00:00,UME影城（华星IMAX店）2号IMAX厅
注目未来,故乡异客,He Used To Be a Child,中国,2021.0,94,2,60,2022-08-21 18:30:00,耀莱成龙影城（慈云寺店）5号厅
注目未来,宇宙探索编辑部,Journey to The West,中国,2021.0,112,2,60,2022-08-13 20:30:00,UME影城（华星IMAX店）2号IMAX厅
注目未来,宇宙探索编辑部,Journey to The West,中国,2021.0,112,2,60,2022-08-21 16:30:00,中国电影资料馆艺术影院2号厅
注目未来,灵魂观测器 4K,Machine For The Aura,阿根廷,2021.0,112,2,60,2022-08-14 19:30:00,百老汇电影中心（万国城店）1号厅
注目未来,灵魂观测器 4K,Machine For The Aura,阿根廷,2021.0,112,2,60,2022-08-15 20:30:00,英嘉国际影城（金源NEW CINITY店）4号厅
注目未来,泳池边的奥利韦里奥,Oliver And The Pool,墨西哥,2021.0,101,2,60,2022-08-15 15:00:00,UME影城（华星IMAX店）2号IMAX厅
注目未来,泳池边的奥利韦里奥,Oliver And The Pool,墨西哥,2021.0,101,2,60,2022-08-02 18:15:00,中国电影资料馆艺术影院2号厅
注目未来,铜管乐团的故事,Orchestra,斯洛文尼亚,2021.0,111,2,60,2022-08-13 16:30:00,中国电影资料馆艺术影院2号厅
注目未来,铜管乐团的故事,Orchestra,斯洛文尼亚,2021.0,111,2,60,2022-08-17 15:00:00,UME影城（华星IMAX店）2号IMAX厅
注目未来,疑云之上,Somewhere Over the Chemtrails,捷克,2021.0,86,1,60,2022-08-19 18:30:00,UME影城（华星IMAX店）2号IMAX厅
注目未来,铁锈,The Rust,哥伦比亚,2021.0,83,2,60,2022-08-17 13:00:00,UME影城（华星IMAX店）2号IMAX厅
注目未来,铁锈,The Rust,哥伦比亚,2021.0,83,2,60,2022-08-02 13:30:00,中国电影资料馆艺术影院2号厅
注目未来,未来的模样,The Shape of Things to Come,秘鲁,2021.0,87,2,60,2022-08-14 16:20:00,中国电影资料馆艺术影院2号厅
注目未来,未来的模样,The Shape of Things to Come,秘鲁,2021.0,87,2,60,2022-08-21 18:30:00,UME影城（华星IMAX店）2号IMAX厅
注目未来,三次为定,Third Time Lucky,日本,2021.0,112,2,60,2022-08-16 15:30:00,UME影城（华星IMAX店）2号IMAX厅
注目未来,三次为定,Third Time Lucky,日本,2021.0,112,2,60,2022-08-19 19:00:00,中国电影资料馆艺术影院2号厅
特别放映-“北京展映”开幕片,您好，北京,Farewell Beijing,中国,2021.0,110,1,60,2022-08-12 18:30:00,寰映影城（合生汇店）7号厅
特别放映-光影浪潮 香港电影新动力,一秒拳王,One Second Champion,中国香港,2020.0,98.0,2,60,2022-08-14 13:00:00,寰映影城（合生汇店）7号厅
特别放映-光影浪潮 香港电影新动力,一秒拳王,One Second Champion,中国香港,2020.0,98.0,2,60,2022-08-02 18:30:00,保利国际影城（凯德MALL·大峡谷店）全景声激光巨幕厅
特别放映-光影浪潮 香港电影新动力,我的非凡父母,Sunshine of My life,内地/香港,2022.0,95.0,2,60,2022-08-13 15:30:00,耀莱成龙影城（慈云寺店）杜比影院
特别放映-光影浪潮 香港电影新动力,我的非凡父母,Sunshine of My life,内地/香港,2022.0,95.0,2,60,2022-08-21 15:30:00,保利国际影城（凯德MALL·大峡谷店）全景声激光巨幕厅
特别放映-光影浪潮 香港电影新动力,杀出个黄昏,Time,中国香港,2021.0,98.0,2,60,2022-08-14 18:30:00,保利国际影城（凯德MALL·大峡谷店）全景声激光巨幕厅
特别放映-光影浪潮 香港电影新动力,杀出个黄昏,Time,中国香港,2021.0,98.0,2,60,2022-08-21 15:30:00,UME影城（华星IMAX店）2号IMAX厅
特别放映-光影浪潮 香港电影新动力,麦路人,I'm Livin' It,内地/香港,2019.0,114.0,1,60,2022-08-14 14:30:00,中间影院A厅
特别放映-光影浪潮 香港电影新动力,黄飞鸿 4K,Once Upon a Time in China,中国香港,1991.0,134.0,5,70,2022-08-13 15:00:00,北京剧院大剧场激光4K厅
特别放映-光影浪潮 香港电影新动力,黄飞鸿 4K,Once Upon a Time in China,中国香港,1991.0,134.0,5,70,2022-08-14 15:00:00,保利国际影城（凯德MALL·大峡谷店）全景声激光巨幕厅
特别放映-光影浪潮 香港电影新动力,黄飞鸿 4K,Once Upon a Time in China,中国香港,1991.0,134.0,5,70,2022-08-17 18:00:00,深影国际影城（学院南路店）1号厅
特别放映-光影浪潮 香港电影新动力,黄飞鸿 4K,Once Upon a Time in China,中国香港,1991.0,134.0,5,70,2022-08-02 15:30:00,百老汇电影中心（万国城店）1号厅
特别放映-光影浪潮 香港电影新动力,黄飞鸿 4K,Once Upon a Time in China,中国香港,1991.0,134.0,5,70,2022-08-21 15:30:00,寰映影城（合生汇店）7号厅
特别放映-光影浪潮 香港电影新动力,少林寺 4K,The Shaolin Temple,内地/香港,1982.0,100,5,70,2022-08-13 15:00:00,保利国际影城（凯德MALL·大峡谷店）全景声激光巨幕厅
特别放映-光影浪潮 香港电影新动力,少林寺 4K,The Shaolin Temple,内地/香港,1982.0,100,5,70,2022-08-14 21:00:00,北京剧院大剧场激光4K厅
特别放映-光影浪潮 香港电影新动力,少林寺 4K,The Shaolin Temple,内地/香港,1982.0,100,5,70,2022-08-16 18:20:00,深影国际影城（学院南路店）1号厅
特别放映-光影浪潮 香港电影新动力,少林寺 4K,The Shaolin Temple,内地/香港,1982.0,100,5,70,2022-08-02 18:20:00,百老汇电影中心（万国城店）1号厅
特别放映-光影浪潮 香港电影新动力,少林寺 4K,The Shaolin Temple,内地/香港,1982.0,100,5,70,2022-08-21 18:30:00,寰映影城（合生汇店）7号厅
特别放映-光影浪潮 香港电影新动力,半边人,Ah Ying,中国香港,1983.0,115,5,60,2022-08-17 19:30:00,中间影院剧场厅
特别放映-光影浪潮 香港电影新动力,半边人,Ah Ying,中国香港,1983.0,115,5,60,2022-08-18 18:30:00,寰映影城（合生汇店）7号厅
特别放映-光影浪潮 香港电影新动力,半边人,Ah Ying,中国香港,1983.0,115,5,60,2022-08-19 21:00:00,天幕新彩云国际影城（巨幕店）巨幕厅
特别放映-光影浪潮 香港电影新动力,半边人,Ah Ying,中国香港,1983.0,115,5,60,2022-08-02 18:40:00,UME影城（华星IMAX店）2号IMAX厅
特别放映-光影浪潮 香港电影新动力,半边人,Ah Ying,中国香港,1983.0,115,5,60,2022-08-21 18:00:00,百老汇电影中心（万国城店）1号厅
特别放映,杨善洲,Yang Shanzhou,中国,2011.0,101,1,40,2022-08-13 18:30:00,万达影城（怀柔万达广场店）1号厅
特别放映,花儿为什么这样红,Why Are the Flowers So Red,中国,2021.0,96,1,40,2022-08-13 17:00:00,寰映影城（合生汇店）7号厅
修复经典,月升中天 4K,The Moon Has Risen,日本,1955.0,103,5,80,2022-08-13 15:30:00,中国电影资料馆艺术影院1号厅
修复经典,月升中天 4K,The Moon Has Risen,日本,1955.0,103,5,80,2022-08-16 21:10:00,北京剧院大剧场激光4K厅
修复经典,月升中天 4K,The Moon Has Risen,日本,1955.0,103,5,80,2022-08-19 20:50:00,万达影城（CBD万达广场店）9号PRIME厅
修复经典,月升中天 4K,The Moon Has Risen,日本,1955.0,103,5,80,2022-08-02 13:00:00,红剧场1厅
修复经典,月升中天 4K,The Moon Has Risen,日本,1955.0,103,5,80,2022-08-02 20:30:00,百老汇电影中心（万国城店）1号厅
修复经典,大闹天宫（上下集）4K,Uproar in Heaven,中国,1961-1964,113,5,70,2022-08-13 18:30:00,保利国际影城（凯德MALL·大峡谷店）全景声激光巨幕厅
修复经典,大闹天宫（上下集）4K,Uproar in Heaven,中国,1961-1964,113,5,70,2022-08-14 15:30:00,寰映影城（合生汇店）7号厅
修复经典,大闹天宫（上下集）4K,Uproar in Heaven,中国,1961-1964,113,5,70,2022-08-19 18:30:00,保利国际影城（凯德MALL·大峡谷店）全景声激光巨幕厅
修复经典,大闹天宫（上下集）4K,Uproar in Heaven,中国,1961-1964,113,5,70,2022-08-02 13:00:00,寰映影城（合生汇店）7号厅
修复经典,大闹天宫（上下集）4K,Uproar in Heaven,中国,1961-1964,113,5,70,2022-08-21 15:30:00,红剧场1厅
修复经典,四百击 4K,The 400 Blows,法国,1959,100,5,80,2022-08-17 13:00:00,北京剧院大剧场激光4K厅
修复经典,四百击 4K,The 400 Blows,法国,1959,100,5,80,2022-08-19 13:00:00,红剧场1厅
修复经典,四百击 4K,The 400 Blows,法国,1959,100,5,80,2022-08-02 13:00:00,深影国际影城（学院南路店）1号厅
修复经典,四百击 4K,The 400 Blows,法国,1959,100,5,80,2022-08-21 13:00:00,英嘉国际影城（金源NEW CINITY店）4号厅
修复经典,四百击 4K,The 400 Blows,法国,1959,100,5,80,2022-08-22 13:00:00,中国电影资料馆艺术影院1号厅
修复经典,安托万与柯莱特 4K + 偷吻 4K,Antoine and Colette + Stolen Kisses,法国,1962/1968,30+91,5,80,2022-08-17 15:30:00,北京剧院大剧场激光4K厅
修复经典,安托万与柯莱特 4K + 偷吻 4K,Antoine and Colette + Stolen Kisses,法国,1962/1968,30+91,5,80,2022-08-19 15:30:00,红剧场1厅
修复经典,安托万与柯莱特 4K + 偷吻 4K,Antoine and Colette + Stolen Kisses,法国,1962/1968,30+91,5,80,2022-08-02 15:30:00,深影国际影城（学院南路店）1号厅
修复经典,安托万与柯莱特 4K + 偷吻 4K,Antoine and Colette + Stolen Kisses,法国,1962/1968,30+91,5,80,2022-08-21 15:30:00,英嘉国际影城（金源NEW CINITY店）4号厅
修复经典,安托万与柯莱特 4K + 偷吻 4K,Antoine and Colette + Stolen Kisses,法国,1962/1968,30+91,5,80,2022-08-22 15:30:00,中国电影资料馆艺术影院1号厅
修复经典,婚姻生活 4K,Bed and Board,法国/意大利,1970,98,5,80,2022-08-17 18:30:00,北京剧院大剧场激光4K厅
修复经典,婚姻生活 4K,Bed and Board,法国/意大利,1970,98,5,80,2022-08-19 18:30:00,红剧场1厅
修复经典,婚姻生活 4K,Bed and Board,法国/意大利,1970,98,5,80,2022-08-02 18:30:00,深影国际影城（学院南路店）1号厅
修复经典,婚姻生活 4K,Bed and Board,法国/意大利,1970,98,5,80,2022-08-21 18:30:00,英嘉国际影城（金源NEW CINITY店）4号厅
修复经典,婚姻生活 4K,Bed and Board,法国/意大利,1970,98,5,80,2022-08-22 18:30:00,中国电影资料馆艺术影院1号厅
修复经典,爱情狂奔 4K,Love on the Run,法国,1979,95,5,80,2022-08-17 20:40:00,北京剧院大剧场激光4K厅
修复经典,爱情狂奔 4K,Love on the Run,法国,1979,95,5,80,2022-08-19 20:40:00,红剧场1厅
修复经典,爱情狂奔 4K,Love on the Run,法国,1979,95,5,80,2022-08-02 20:40:00,深影国际影城（学院南路店）1号厅
修复经典,爱情狂奔 4K,Love on the Run,法国,1979,95,5,80,2022-08-21 20:40:00,英嘉国际影城（金源NEW CINITY店）4号厅
修复经典,爱情狂奔 4K,Love on the Run,法国,1979,95,5,80,2022-08-22 20:55:00,中国电影资料馆艺术影院1号厅
修复经典,一个男人和一个女人,A Man and a Woman,法国,1966,103,5,70,2022-08-13 13:00:00,中国电影资料馆艺术影院1号厅
修复经典,一个男人和一个女人,A Man and a Woman,法国,1966,103,5,70,2022-08-14 15:30:00,北京地质礼堂一号厅
修复经典,一个男人和一个女人,A Man and a Woman,法国,1966,103,5,70,2022-08-16 15:00:00,天幕新彩云国际影城（巨幕店）巨幕厅
修复经典,一个男人和一个女人,A Man and a Woman,法国,1966,103,5,70,2022-08-19 20:30:00,UME影城（华星IMAX店）2号IMAX厅
修复经典,一个男人和一个女人,A Man and a Woman,法国,1966,103,5,70,2022-08-21 18:30:00,卢米埃影城（长楹天街IMAX店）三号厅
修复经典,黑女孩 4K,Black Girl,塞内加尔/法国,1966.0,59,5,60,2022-08-13 13:00:00,英嘉国际影城（金源NEW CINITY店）4号厅
修复经典,黑女孩 4K,Black Girl,塞内加尔/法国,1966.0,59,5,60,2022-08-14 18:40:00,中国电影资料馆艺术影院1号厅
修复经典,黑女孩 4K,Black Girl,塞内加尔/法国,1966.0,59,5,60,2022-08-15 18:00:00,万达影城（CBD万达广场店）9号PRIME厅
修复经典,黑女孩 4K,Black Girl,塞内加尔/法国,1966.0,59,5,60,2022-08-02 13:00:00,万达影城（CBD万达广场店）9号PRIME厅
修复经典,黑女孩 4K,Black Girl,塞内加尔/法国,1966.0,59,5,60,2022-08-21 13:00:00,百老汇电影中心（万国城店）1号厅
修复经典,中产阶级的审慎魅力 4K,The Discreet Charm of the Bourgeoisie,法国,1972.0,102,5,80,2022-08-14 15:30:00,北京剧院大剧场激光4K厅
修复经典,中产阶级的审慎魅力 4K,The Discreet Charm of the Bourgeoisie,法国,1972.0,102,5,80,2022-08-18 15:00:00,红剧场1厅
修复经典,中产阶级的审慎魅力 4K,The Discreet Charm of the Bourgeoisie,法国,1972.0,102,5,80,2022-08-19 18:30:00,万达影城（CBD万达广场店）9号PRIME厅
修复经典,中产阶级的审慎魅力 4K,The Discreet Charm of the Bourgeoisie,法国,1972.0,102,5,80,2022-08-02 13:00:00,中国电影资料馆艺术影院1号厅
修复经典,中产阶级的审慎魅力 4K,The Discreet Charm of the Bourgeoisie,法国,1972.0,102,5,80,2022-08-21 15:00:00,百老汇电影中心（万国城店）1号厅
修复经典,恐惧吞噬灵魂,Ali: Fear Eats the Soul,德国,1974.0,89,5,80,2022-08-13 21:00:00,北京地质礼堂一号厅
修复经典,恐惧吞噬灵魂,Ali: Fear Eats the Soul,德国,1974.0,89,5,80,2022-08-14 21:00:00,天幕新彩云国际影城（巨幕店）巨幕厅
修复经典,恐惧吞噬灵魂,Ali: Fear Eats the Soul,德国,1974.0,89,5,80,2022-08-17 21:25:00,中国电影资料馆艺术影院1号厅
修复经典,恐惧吞噬灵魂,Ali: Fear Eats the Soul,德国,1974.0,89,5,80,2022-08-19 20:30:00,中间影院剧场厅
修复经典,恐惧吞噬灵魂,Ali: Fear Eats the Soul,德国,1974.0,89,5,80,2022-08-21 15:30:00,天幕新彩云国际影城（巨幕店）巨幕厅
修复经典,最后华尔兹 4K,The Last Waltz‎,美国,1978.0,117,5,80,2022-08-13 13:00:00,深影国际影城（学院南路店）1号厅
修复经典,最后华尔兹 4K,The Last Waltz‎,美国,1978.0,117,5,80,2022-08-14 18:30:00,北京剧院大剧场激光4K厅
修复经典,最后华尔兹 4K,The Last Waltz‎,美国,1978.0,117,5,80,2022-08-15 15:30:00,红剧场1厅
修复经典,最后华尔兹 4K,The Last Waltz‎,美国,1978.0,117,5,80,2022-08-02 20:30:00,英嘉国际影城（金源NEW CINITY店）4号厅
修复经典,最后华尔兹 4K,The Last Waltz‎,美国,1978.0,117,5,80,2022-08-21 18:00:00,万达影城（CBD万达广场店）9号PRIME厅
修复经典,茶馆,The Teahouse,中国,1982.0,123,3,60,2022-08-13 18:30:00,北京地质礼堂一号厅
修复经典,茶馆,The Teahouse,中国,1982.0,123,3,60,2022-08-14 12:30:00,深影国际影城（学院南路店）1号厅
修复经典,茶馆,The Teahouse,中国,1982.0,123,3,60,2022-08-21 18:15:00,中国电影资料馆艺术影院1号厅
修复经典,乡愁 4K,Nostalghia,苏联/意大利,1983.0,126,3,100,2022-08-14 20:25:00,中国电影资料馆艺术影院1号厅
修复经典,乡愁 4K,Nostalghia,苏联/意大利,1983.0,126,3,100,2022-08-16 21:15:00,中国电影资料馆艺术影院1号厅
修复经典,乡愁 4K,Nostalghia,苏联/意大利,1983.0,126,3,100,2022-08-18 20:45:00,中国电影资料馆艺术影院1号厅
修复经典,诅咒 4K,Damnation,匈牙利,1988.0,120.0,5,80,2022-08-13 15:30:00,深影国际影城（学院南路店）1号厅
修复经典,诅咒 4K,Damnation,匈牙利,1988.0,120.0,5,80,2022-08-13 20:30:00,北京剧院大剧场激光4K厅
